Gene,p value Black,mutation rates
DCDC2B,0.0019589438256024,0.111111111111111
DCHS1,0.0019589438256024,0.111111111111111
DCLRE1A,0.0019589438256024,0.111111111111111
DGKA,0.0019589438256024,0.111111111111111
DHX32,0.0019589438256024,0.111111111111111
DIEXF,0.0019589438256024,0.111111111111111
DLEC1,0.0019589438256024,0.111111111111111
DLST,0.0019589438256024,0.111111111111111
DNAH8,0.0019589438256024,0.111111111111111
DNAJB12,0.0019589438256024,0.111111111111111
DNAJC14,0.0019589438256024,0.111111111111111
DNM2,0.0019589438256024,0.111111111111111
DSC1,0.0019589438256024,0.111111111111111
DUOX1,0.0019589438256024,0.111111111111111
DUSP19,0.0019589438256024,0.111111111111111
DYTN,0.0019589438256024,0.111111111111111
EEPD1,0.0019589438256024,0.111111111111111
EGFLAM,0.0019589438256024,0.111111111111111
EGR2,0.0019589438256024,0.111111111111111
EIF1,0.0019589438256024,0.111111111111111
EIF2S1,0.0019589438256024,0.111111111111111
EIF3B,0.0019589438256024,0.111111111111111
EIF4G1,0.0019589438256024,0.111111111111111
EIF4H,0.0019589438256024,0.111111111111111
ERO1LB,0.0019589438256024,0.111111111111111
ESRP1,0.0019589438256024,0.111111111111111
EXOC3,0.0019589438256024,0.111111111111111
EXOC3L4,0.0019589438256024,0.111111111111111
EYA2,0.0019589438256024,0.111111111111111
F2,0.0019589438256024,0.111111111111111
F9,0.0019589438256024,0.111111111111111
FAM120A,0.0019589438256024,0.111111111111111
FAM127B,0.0019589438256024,0.111111111111111
FAM21A,0.0019589438256024,0.111111111111111
FAM50B,0.0019589438256024,0.111111111111111
FAM53C,0.0019589438256024,0.111111111111111
FAM58A,0.0019589438256024,0.111111111111111
FAM92A1,0.0019589438256024,0.111111111111111
FANCD2,0.0019589438256024,0.111111111111111
FARP2,0.0019589438256024,0.111111111111111
FCGBP,0.0019589438256024,0.111111111111111
FGB,0.0019589438256024,0.111111111111111
FGF6,0.0019589438256024,0.111111111111111
FLNC,0.0019589438256024,0.111111111111111
FN1,0.0019589438256024,0.111111111111111
FNIP1,0.0019589438256024,0.111111111111111
FOLR3,0.0019589438256024,0.111111111111111
FPGT-TNNI3K,0.0019589438256024,0.111111111111111
FPR3,0.0019589438256024,0.111111111111111
FRMPD4,0.0019589438256024,0.111111111111111
FSCN3,0.0019589438256024,0.111111111111111
FUT3,0.0019589438256024,0.111111111111111
GABRA4,0.0019589438256024,0.111111111111111
GABRA6,0.0019589438256024,0.111111111111111
GAL3ST3,0.0019589438256024,0.111111111111111
GATA3,0.0019589438256024,0.111111111111111
GJB3,0.0019589438256024,0.111111111111111
GNAI3,0.0019589438256024,0.111111111111111
GNB1,0.0019589438256024,0.111111111111111
GOLGB1,0.0019589438256024,0.111111111111111
GPAT2,0.0019589438256024,0.111111111111111
GPR182,0.0019589438256024,0.111111111111111
GRID2,0.0019589438256024,0.111111111111111
GRM1,0.0019589438256024,0.111111111111111
GRM3,0.0019589438256024,0.111111111111111
GRN,0.0019589438256024,0.111111111111111
GSG1L,0.0019589438256024,0.111111111111111
GTF3C2,0.0019589438256024,0.111111111111111
GTPBP3,0.0019589438256024,0.111111111111111
GUCD1,0.0019589438256024,0.111111111111111
H1FNT,0.0019589438256024,0.111111111111111
HCP5,0.0019589438256024,0.111111111111111
HDGFRP3,0.0019589438256024,0.111111111111111
HELZ,0.0019589438256024,0.111111111111111
HFM1,0.0019589438256024,0.111111111111111
HGF,0.0019589438256024,0.111111111111111
HIGD1A,0.0019589438256024,0.111111111111111
HIST1H3F,0.0019589438256024,0.111111111111111
HIVEP1,0.0019589438256024,0.111111111111111
HMGCS2,0.0019589438256024,0.111111111111111
HOMEZ,0.0019589438256024,0.111111111111111
HOXA3,0.0019589438256024,0.111111111111111
HP,0.0019589438256024,0.111111111111111
HSP90AB2P,0.0019589438256024,0.111111111111111
HSPA4L,0.0019589438256024,0.111111111111111
HSPB1,0.0019589438256024,0.111111111111111
HTR3E,0.0019589438256024,0.111111111111111
HVCN1,0.0019589438256024,0.111111111111111
IDE,0.0019589438256024,0.111111111111111
IFI44,0.0019589438256024,0.111111111111111
IFNA16,0.0019589438256024,0.111111111111111
IFNLR1,0.0019589438256024,0.111111111111111
IGFLR1,0.0019589438256024,0.111111111111111
IGHV3-13,0.0019589438256024,0.111111111111111
IGKV1-33,0.0019589438256024,0.111111111111111
IGSF9B,0.0019589438256024,0.111111111111111
IL1R1,0.0019589438256024,0.111111111111111
INO80D,0.0019589438256024,0.111111111111111
INPP5A,0.0019589438256024,0.111111111111111
INPP5E,0.0019589438256024,0.111111111111111
IPO13,0.0019589438256024,0.111111111111111
IQGAP2,0.0019589438256024,0.111111111111111
ITGA10,0.0019589438256024,0.111111111111111
ITGA11,0.0019589438256024,0.111111111111111
ITGB4,0.0019589438256024,0.111111111111111
JAK3,0.0019589438256024,0.111111111111111
JTB,0.0019589438256024,0.111111111111111
KALRN,0.0019589438256024,0.111111111111111
KCNC3,0.0019589438256024,0.111111111111111
KCNMA1,0.0019589438256024,0.111111111111111
KCTD1,0.0019589438256024,0.111111111111111
KDM1B,0.0019589438256024,0.111111111111111
KDM6B,0.0019589438256024,0.111111111111111
KIAA0195,0.0019589438256024,0.111111111111111
KIAA0907,0.0019589438256024,0.111111111111111
KIAA1161,0.0019589438256024,0.111111111111111
KIAA1462,0.0019589438256024,0.111111111111111
KIF4A,0.0019589438256024,0.111111111111111
KIFC1,0.0019589438256024,0.111111111111111
KLC1,0.0019589438256024,0.111111111111111
KLF5,0.0019589438256024,0.111111111111111
KLF6,0.0019589438256024,0.111111111111111
KNDC1,0.0019589438256024,0.111111111111111
L3MBTL3,0.0019589438256024,0.111111111111111
LANCL1,0.0019589438256024,0.111111111111111
LATS2,0.0019589438256024,0.111111111111111
LCE2C,0.0019589438256024,0.111111111111111
LECT1,0.0019589438256024,0.111111111111111
LELP1,0.0019589438256024,0.111111111111111
LHCGR,0.0019589438256024,0.111111111111111
LRP5,0.0019589438256024,0.111111111111111
LRRC37A2,0.0019589438256024,0.111111111111111
LRRC41,0.0019589438256024,0.111111111111111
LRRC6,0.0019589438256024,0.111111111111111
LRRC7,0.0019589438256024,0.111111111111111
LRRC8E,0.0019589438256024,0.111111111111111
LRRIQ1,0.0019589438256024,0.111111111111111
LRRN1,0.0019589438256024,0.111111111111111
LSS,0.0019589438256024,0.111111111111111
LTK,0.0019589438256024,0.111111111111111
LYRM2,0.0019589438256024,0.111111111111111
LZTR1,0.0019589438256024,0.111111111111111
MACF1,0.0019589438256024,0.111111111111111
MAEA,0.0019589438256024,0.111111111111111
MAGEA10,0.0019589438256024,0.111111111111111
MAGI2,0.0019589438256024,0.111111111111111
MALSU1,0.0019589438256024,0.111111111111111
MAP3K15,0.0019589438256024,0.111111111111111
MAPK6,0.0019589438256024,0.111111111111111
MARC2,0.0019589438256024,0.111111111111111
MED13L,0.0019589438256024,0.111111111111111
MEIS2,0.0019589438256024,0.111111111111111
METTL14,0.0019589438256024,0.111111111111111
MFN1,0.0019589438256024,0.111111111111111
MGAT4A,0.0019589438256024,0.111111111111111
MICAL2,0.0019589438256024,0.111111111111111
MKI67,0.0019589438256024,0.111111111111111
MMS22L,0.0019589438256024,0.111111111111111
MPDZ,0.0019589438256024,0.111111111111111
MROH2B,0.0019589438256024,0.111111111111111
MS4A7,0.0019589438256024,0.111111111111111
MST1L,0.0019589438256024,0.111111111111111
MST1P2,0.0019589438256024,0.111111111111111
MUC2,0.0019589438256024,0.111111111111111
MYBPC1,0.0019589438256024,0.111111111111111
MYH9,0.0019589438256024,0.111111111111111
MYO15A,0.0019589438256024,0.111111111111111
MYO5C,0.0019589438256024,0.111111111111111
MYO7A,0.0019589438256024,0.111111111111111
MYSM1,0.0019589438256024,0.111111111111111
NACAP1,0.0019589438256024,0.111111111111111
NAGLU,0.0019589438256024,0.111111111111111
NAP1L1,0.0019589438256024,0.111111111111111
NCAPD3,0.0019589438256024,0.111111111111111
NCF2,0.0019589438256024,0.111111111111111
NCKAP1,0.0019589438256024,0.111111111111111
NCOA6,0.0019589438256024,0.111111111111111
NDUFAF1,0.0019589438256024,0.111111111111111
NDUFB5,0.0019589438256024,0.111111111111111
NEB,0.0019589438256024,0.111111111111111
NEFH,0.0019589438256024,0.111111111111111
NFE2L2,0.0019589438256024,0.111111111111111
NGDN,0.0019589438256024,0.111111111111111
NLGN4X,0.0019589438256024,0.111111111111111
NLRP14,0.0019589438256024,0.111111111111111
NMNAT1,0.0019589438256024,0.111111111111111
NONO,0.0019589438256024,0.111111111111111
NPAP1,0.0019589438256024,0.111111111111111
NPC1L1,0.0019589438256024,0.111111111111111
NPEPL1,0.0019589438256024,0.111111111111111
NR1I3,0.0019589438256024,0.111111111111111
NR4A3,0.0019589438256024,0.111111111111111
NUPL1,0.0019589438256024,0.111111111111111
OGFR,0.0019589438256024,0.111111111111111
OGT,0.0019589438256024,0.111111111111111
OLAH,0.0019589438256024,0.111111111111111
OMA1,0.0019589438256024,0.111111111111111
OR10G7,0.0019589438256024,0.111111111111111
OR10K1,0.0019589438256024,0.111111111111111
OR10X1,0.0019589438256024,0.111111111111111
OR2M2,0.0019589438256024,0.111111111111111
OR2T27,0.0019589438256024,0.111111111111111
OR4C16,0.0019589438256024,0.111111111111111
OR4D9,0.0019589438256024,0.111111111111111
OR4K5,0.0019589438256024,0.111111111111111
OR4N5,0.0019589438256024,0.111111111111111
OR6A2,0.0019589438256024,0.111111111111111
OR6C6,0.0019589438256024,0.111111111111111
ORC3,0.0019589438256024,0.111111111111111
OTOF,0.0019589438256024,0.111111111111111
PABPC3,0.0019589438256024,0.111111111111111
PABPC5,0.0019589438256024,0.111111111111111
PAPD7,0.0019589438256024,0.111111111111111
PARP2,0.0019589438256024,0.111111111111111
PARPBP,0.0019589438256024,0.111111111111111
PBRM1,0.0019589438256024,0.111111111111111
PCDHA3,0.0019589438256024,0.111111111111111
PCDHB10,0.0019589438256024,0.111111111111111
PCDHB5,0.0019589438256024,0.111111111111111
PCDHGA2,0.0019589438256024,0.111111111111111
PCDHGA9,0.0019589438256024,0.111111111111111
PCNT,0.0019589438256024,0.111111111111111
PDCL2,0.0019589438256024,0.111111111111111
PDE1B,0.0019589438256024,0.111111111111111
PDGFRA,0.0019589438256024,0.111111111111111
PDIA3,0.0019589438256024,0.111111111111111
PELI2,0.0019589438256024,0.111111111111111
PFAS,0.0019589438256024,0.111111111111111
PFKFB2,0.0019589438256024,0.111111111111111
PFKL,0.0019589438256024,0.111111111111111
PGAM1,0.0019589438256024,0.111111111111111
PGBD5,0.0019589438256024,0.111111111111111
PKN1,0.0019589438256024,0.111111111111111
PLA2G5,0.0019589438256024,0.111111111111111
PLCB3,0.0019589438256024,0.111111111111111
PLD3,0.0019589438256024,0.111111111111111
PLEKHG1,0.0019589438256024,0.111111111111111
PLIN5,0.0019589438256024,0.111111111111111
PLS3,0.0019589438256024,0.111111111111111
PLXNA2,0.0019589438256024,0.111111111111111
PMF1-BGLAP,0.0019589438256024,0.111111111111111
PML,0.0019589438256024,0.111111111111111
PNLIPRP1,0.0019589438256024,0.111111111111111
POF1B,0.0019589438256024,0.111111111111111
POM121,0.0019589438256024,0.111111111111111
POTEE,0.0019589438256024,0.111111111111111
PPFIBP1,0.0019589438256024,0.111111111111111
PREX1,0.0019589438256024,0.111111111111111
PRKAR1A,0.0019589438256024,0.111111111111111
PRKCE,0.0019589438256024,0.111111111111111
PRKD2,0.0019589438256024,0.111111111111111
PRR23B,0.0019589438256024,0.111111111111111
PRR5L,0.0019589438256024,0.111111111111111
PRRT1,0.0019589438256024,0.111111111111111
PRTG,0.0019589438256024,0.111111111111111
PSG4,0.0019589438256024,0.111111111111111
PSG8,0.0019589438256024,0.111111111111111
PTCRA,0.0019589438256024,0.111111111111111
PTPN18,0.0019589438256024,0.111111111111111
PTPN3,0.0019589438256024,0.111111111111111
PTPRZ1,0.0019589438256024,0.111111111111111
PTX4,0.0019589438256024,0.111111111111111
PUM1,0.0019589438256024,0.111111111111111
PUS3,0.0019589438256024,0.111111111111111
QSER1,0.0019589438256024,0.111111111111111
RAC1,0.0019589438256024,0.111111111111111
RAD52,0.0019589438256024,0.111111111111111
RALGAPA1,0.0019589438256024,0.111111111111111
RALGAPB,0.0019589438256024,0.111111111111111
RALGDS,0.0019589438256024,0.111111111111111
RAP1A,0.0019589438256024,0.111111111111111
RAP1GAP2,0.0019589438256024,0.111111111111111
RAPGEF3,0.0019589438256024,0.111111111111111
RASEF,0.0019589438256024,0.111111111111111
RASGRF2,0.0019589438256024,0.111111111111111
RFC4,0.0019589438256024,0.111111111111111
RGS14,0.0019589438256024,0.111111111111111
RMDN2,0.0019589438256024,0.111111111111111
RNASEH2B,0.0019589438256024,0.111111111111111
RNF111,0.0019589438256024,0.111111111111111
RNF128,0.0019589438256024,0.111111111111111
RNF167,0.0019589438256024,0.111111111111111
RNF214,0.0019589438256024,0.111111111111111
RP11-108O10.8,0.0019589438256024,0.111111111111111
RSF1,0.0019589438256024,0.111111111111111
RTF1,0.0019589438256024,0.111111111111111
SALL4,0.0019589438256024,0.111111111111111
SAMD11,0.0019589438256024,0.111111111111111
SCML1,0.0019589438256024,0.111111111111111
SDE2,0.0019589438256024,0.111111111111111
SDR9C7,0.0019589438256024,0.111111111111111
SEMA6A,0.0019589438256024,0.111111111111111
SEMA6D,0.0019589438256024,0.111111111111111
SEPT2,0.0019589438256024,0.111111111111111
SERHL2,0.0019589438256024,0.111111111111111
SFRP4,0.0019589438256024,0.111111111111111
SFTPB,0.0019589438256024,0.111111111111111
SGK494,0.0019589438256024,0.111111111111111
SH3BP4,0.0019589438256024,0.111111111111111
SH3TC2,0.0019589438256024,0.111111111111111
SIPA1L3,0.0019589438256024,0.111111111111111
SLC16A5,0.0019589438256024,0.111111111111111
SLC25A27,0.0019589438256024,0.111111111111111
SLC25A51,0.0019589438256024,0.111111111111111
SLC25A51P1,0.0019589438256024,0.111111111111111
SLC27A6,0.0019589438256024,0.111111111111111
SLC8A3,0.0019589438256024,0.111111111111111
SLCO4A1,0.0019589438256024,0.111111111111111
SLITRK5,0.0019589438256024,0.111111111111111
SLU7,0.0019589438256024,0.111111111111111
SMARCA5,0.0019589438256024,0.111111111111111
SMARCD3,0.0019589438256024,0.111111111111111
SMC2,0.0019589438256024,0.111111111111111
SOD1,0.0019589438256024,0.111111111111111
SORBS3,0.0019589438256024,0.111111111111111
SOX3,0.0019589438256024,0.111111111111111
SOX5,0.0019589438256024,0.111111111111111
SPAG17,0.0019589438256024,0.111111111111111
SPG11,0.0019589438256024,0.111111111111111
SPIRE2,0.0019589438256024,0.111111111111111
SPON2,0.0019589438256024,0.111111111111111
SSU72,0.0019589438256024,0.111111111111111
ST6GALNAC3,0.0019589438256024,0.111111111111111
STAMBPL1,0.0019589438256024,0.111111111111111
STK10,0.0019589438256024,0.111111111111111
STK32C,0.0019589438256024,0.111111111111111
STPG1,0.0019589438256024,0.111111111111111
STXBP6,0.0019589438256024,0.111111111111111
SULF2,0.0019589438256024,0.111111111111111
SULT1A1,0.0019589438256024,0.111111111111111
SULT1B1,0.0019589438256024,0.111111111111111
SVILP1,0.0019589438256024,0.111111111111111
SYCE1,0.0019589438256024,0.111111111111111
SYNDIG1,0.0019589438256024,0.111111111111111
SYNJ1,0.0019589438256024,0.111111111111111
SYT17,0.0019589438256024,0.111111111111111
TADA1,0.0019589438256024,0.111111111111111
TAF7L,0.0019589438256024,0.111111111111111
TAPBP,0.0019589438256024,0.111111111111111
TASP1,0.0019589438256024,0.111111111111111
TBK1,0.0019589438256024,0.111111111111111
TCHH,0.0019589438256024,0.111111111111111
TECPR2,0.0019589438256024,0.111111111111111
TECR,0.0019589438256024,0.111111111111111
TFAP2E,0.0019589438256024,0.111111111111111
TGM4,0.0019589438256024,0.111111111111111
THEMIS2,0.0019589438256024,0.111111111111111
TIAM1,0.0019589438256024,0.111111111111111
TICRR,0.0019589438256024,0.111111111111111
TLR2,0.0019589438256024,0.111111111111111
TMCC1,0.0019589438256024,0.111111111111111
TMEM123,0.0019589438256024,0.111111111111111
TMEM132B,0.0019589438256024,0.111111111111111
TMEM155,0.0019589438256024,0.111111111111111
TMEM223,0.0019589438256024,0.111111111111111
TMEM26,0.0019589438256024,0.111111111111111
TMEM43,0.0019589438256024,0.111111111111111
TMPRSS11F,0.0019589438256024,0.111111111111111
TNK2,0.0019589438256024,0.111111111111111
TPH2,0.0019589438256024,0.111111111111111
TRAK2,0.0019589438256024,0.111111111111111
TRGV2,0.0019589438256024,0.111111111111111
TRIM14,0.0019589438256024,0.111111111111111
TRIM48,0.0019589438256024,0.111111111111111
TRIO,0.0019589438256024,0.111111111111111
TRMT5,0.0019589438256024,0.111111111111111
TROVE2,0.0019589438256024,0.111111111111111
TRPV2,0.0019589438256024,0.111111111111111
TRRAP,0.0019589438256024,0.111111111111111
TSC22D1,0.0019589438256024,0.111111111111111
TSGA13,0.0019589438256024,0.111111111111111
TSHZ3,0.0019589438256024,0.111111111111111
TSPAN10,0.0019589438256024,0.111111111111111
TTC3,0.0019589438256024,0.111111111111111
TUBB1,0.0019589438256024,0.111111111111111
TYMS,0.0019589438256024,0.111111111111111
UBP1,0.0019589438256024,0.111111111111111
ULK1,0.0019589438256024,0.111111111111111
UROS,0.0019589438256024,0.111111111111111
USP19,0.0019589438256024,0.111111111111111
USP31,0.0019589438256024,0.111111111111111
USP50,0.0019589438256024,0.111111111111111
USP7,0.0019589438256024,0.111111111111111
VAT1L,0.0019589438256024,0.111111111111111
VNN2,0.0019589438256024,0.111111111111111
VPS13D,0.0019589438256024,0.111111111111111
VSX2,0.0019589438256024,0.111111111111111
VWF,0.0019589438256024,0.111111111111111
WDR35,0.0019589438256024,0.111111111111111
WDR88,0.0019589438256024,0.111111111111111
WFDC8,0.0019589438256024,0.111111111111111
WHSC1,0.0019589438256024,0.111111111111111
YTHDC2,0.0019589438256024,0.111111111111111
YY2,0.0019589438256024,0.111111111111111
ZC3H13,0.0019589438256024,0.111111111111111
ZC3H3,0.0019589438256024,0.111111111111111
ZEB1,0.0019589438256024,0.111111111111111
ZFP82,0.0019589438256024,0.111111111111111
ZIC2,0.0019589438256024,0.111111111111111
ZKSCAN7,0.0019589438256024,0.111111111111111
ZMAT3,0.0019589438256024,0.111111111111111
ZNF19,0.0019589438256024,0.111111111111111
ZNF25,0.0019589438256024,0.111111111111111
ZNF283,0.0019589438256024,0.111111111111111
ZNF334,0.0019589438256024,0.111111111111111
ZNF358,0.0019589438256024,0.111111111111111
ZNF407,0.0019589438256024,0.111111111111111
ZNF446,0.0019589438256024,0.111111111111111
ZNF449,0.0019589438256024,0.111111111111111
ZNF513,0.0019589438256024,0.111111111111111
ZNF525,0.0019589438256024,0.111111111111111
ZNF536,0.0019589438256024,0.111111111111111
ZNF574,0.0019589438256024,0.111111111111111
ZNF610,0.0019589438256024,0.111111111111111
ZNF658B,0.0019589438256024,0.111111111111111
ZNF775,0.0019589438256024,0.111111111111111
ZNF780B,0.0019589438256024,0.111111111111111
ZP1,0.0019589438256024,0.111111111111111
ZSWIM7,0.0019589438256024,0.111111111111111
