Gene,p value Asian,mutation rates
CNTNAP4,4.91443932977982e-08,0.333333333333333
COBLL1,4.91443932977982e-08,0.333333333333333
COCH,4.91443932977982e-08,0.333333333333333
COG6,4.91443932977982e-08,0.333333333333333
COG7,4.91443932977982e-08,0.333333333333333
COL13A1,4.91443932977982e-08,0.333333333333333
COL14A1,4.91443932977982e-08,0.333333333333333
COL19A1,4.91443932977982e-08,0.333333333333333
COL1A2,4.91443932977982e-08,0.333333333333333
COL2A1,4.91443932977982e-08,0.333333333333333
COL4A1,4.91443932977982e-08,0.333333333333333
COL4A3BP,4.91443932977982e-08,0.333333333333333
COL4A5,4.91443932977982e-08,0.333333333333333
COL6A2,4.91443932977982e-08,0.333333333333333
COL6A3,4.91443932977982e-08,0.333333333333333
COL6A5,4.91443932977982e-08,0.333333333333333
COL9A1,4.91443932977982e-08,0.333333333333333
COL9A2,4.91443932977982e-08,0.333333333333333
COLEC10,4.91443932977982e-08,0.333333333333333
COMMD6,4.91443932977982e-08,0.333333333333333
COPA,4.91443932977982e-08,0.333333333333333
COPB1,4.91443932977982e-08,0.333333333333333
COPS3,4.91443932977982e-08,0.333333333333333
COPS7B,4.91443932977982e-08,0.333333333333333
COX15,4.91443932977982e-08,0.333333333333333
CPA3,4.91443932977982e-08,0.333333333333333
CPD,4.91443932977982e-08,0.333333333333333
CPED1,4.91443932977982e-08,0.333333333333333
CPNE2,4.91443932977982e-08,0.333333333333333
CPNE8,4.91443932977982e-08,0.333333333333333
CPO,4.91443932977982e-08,0.333333333333333
CPS1,4.91443932977982e-08,0.333333333333333
CPSF6,4.91443932977982e-08,0.333333333333333
CPT1B,4.91443932977982e-08,0.333333333333333
CPVL,4.91443932977982e-08,0.333333333333333
CR2,4.91443932977982e-08,0.333333333333333
CRABP1,4.91443932977982e-08,0.333333333333333
CRADD,4.91443932977982e-08,0.333333333333333
CREM,4.91443932977982e-08,0.333333333333333
CRIM1,4.91443932977982e-08,0.333333333333333
CRIP3,4.91443932977982e-08,0.333333333333333
CRISP1,4.91443932977982e-08,0.333333333333333
CRY2,4.91443932977982e-08,0.333333333333333
CRYBG3,4.91443932977982e-08,0.333333333333333
CSNK2B-LY6G5B--991,4.91443932977982e-08,0.333333333333333
CST11,4.91443932977982e-08,0.333333333333333
CST8,4.91443932977982e-08,0.333333333333333
CSTA,4.91443932977982e-08,0.333333333333333
CSTF2,4.91443932977982e-08,0.333333333333333
CSTF3,4.91443932977982e-08,0.333333333333333
CSTL1,4.91443932977982e-08,0.333333333333333
CT83,4.91443932977982e-08,0.333333333333333
CTAGE9,4.91443932977982e-08,0.333333333333333
CTD-2014E2.5,4.91443932977982e-08,0.333333333333333
CTD-2139B15.2,4.91443932977982e-08,0.333333333333333
CTD-2374C24.1,4.91443932977982e-08,0.333333333333333
CTDSPL2,4.91443932977982e-08,0.333333333333333
CTGLF11P,4.91443932977982e-08,0.333333333333333
CTNNA2,4.91443932977982e-08,0.333333333333333
CTNNBL1,4.91443932977982e-08,0.333333333333333
CTNND1,4.91443932977982e-08,0.333333333333333
CTR9,4.91443932977982e-08,0.333333333333333
CTSD,4.91443932977982e-08,0.333333333333333
CTSV,4.91443932977982e-08,0.333333333333333
CTTNBP2,4.91443932977982e-08,0.333333333333333
CUZD1,4.91443932977982e-08,0.333333333333333
CWC22,4.91443932977982e-08,0.333333333333333
CXorf23,4.91443932977982e-08,0.333333333333333
CXorf38,4.91443932977982e-08,0.333333333333333
CXorf57,4.91443932977982e-08,0.333333333333333
CXorf58,4.91443932977982e-08,0.333333333333333
CXorf66,4.91443932977982e-08,0.333333333333333
CYFIP1,4.91443932977982e-08,0.333333333333333
CYFIP2,4.91443932977982e-08,0.333333333333333
CYP17A1,4.91443932977982e-08,0.333333333333333
CYP20A1,4.91443932977982e-08,0.333333333333333
CYP27B1,4.91443932977982e-08,0.333333333333333
CYP27C1,4.91443932977982e-08,0.333333333333333
CYP2A7,4.91443932977982e-08,0.333333333333333
CYP2C9,4.91443932977982e-08,0.333333333333333
CYP39A1,4.91443932977982e-08,0.333333333333333
CYP4F2,4.91443932977982e-08,0.333333333333333
CYP4F8,4.91443932977982e-08,0.333333333333333
CYP4V2,4.91443932977982e-08,0.333333333333333
CYP7A1,4.91443932977982e-08,0.333333333333333
CYSLTR2,4.91443932977982e-08,0.333333333333333
CYTL1,4.91443932977982e-08,0.333333333333333
DACH2,4.91443932977982e-08,0.333333333333333
DAG1,4.91443932977982e-08,0.333333333333333
DAK,4.91443932977982e-08,0.333333333333333
DAO,4.91443932977982e-08,0.333333333333333
DARS,4.91443932977982e-08,0.333333333333333
DAZL,4.91443932977982e-08,0.333333333333333
DBR1,4.91443932977982e-08,0.333333333333333
DCAF12,4.91443932977982e-08,0.333333333333333
DCAF16,4.91443932977982e-08,0.333333333333333
DCAF4L1,4.91443932977982e-08,0.333333333333333
DCAF5,4.91443932977982e-08,0.333333333333333
DCAF6,4.91443932977982e-08,0.333333333333333
DCHS2,4.91443932977982e-08,0.333333333333333
DCLK2,4.91443932977982e-08,0.333333333333333
DCLK3,4.91443932977982e-08,0.333333333333333
DCSTAMP,4.91443932977982e-08,0.333333333333333
DCTN4,4.91443932977982e-08,0.333333333333333
DDB1,4.91443932977982e-08,0.333333333333333
DDHD1,4.91443932977982e-08,0.333333333333333
DDI1,4.91443932977982e-08,0.333333333333333
DDR1,4.91443932977982e-08,0.333333333333333
DDTL,4.91443932977982e-08,0.333333333333333
DDX24,4.91443932977982e-08,0.333333333333333
DDX26B,4.91443932977982e-08,0.333333333333333
DDX4,4.91443932977982e-08,0.333333333333333
DDX43,4.91443932977982e-08,0.333333333333333
DDX46,4.91443932977982e-08,0.333333333333333
DDX54,4.91443932977982e-08,0.333333333333333
DDX55,4.91443932977982e-08,0.333333333333333
DDX60,4.91443932977982e-08,0.333333333333333
DDX60L,4.91443932977982e-08,0.333333333333333
DEAF1,4.91443932977982e-08,0.333333333333333
DEFB118,4.91443932977982e-08,0.333333333333333
DEFB126,4.91443932977982e-08,0.333333333333333
DEGS1,4.91443932977982e-08,0.333333333333333
DENND1B,4.91443932977982e-08,0.333333333333333
DENND4A,4.91443932977982e-08,0.333333333333333
DERL1,4.91443932977982e-08,0.333333333333333
DGAT1,4.91443932977982e-08,0.333333333333333
DGCR8,4.91443932977982e-08,0.333333333333333
DGKA,4.91443932977982e-08,0.333333333333333
DGKD,4.91443932977982e-08,0.333333333333333
DGKK,4.91443932977982e-08,0.333333333333333
DHH,4.91443932977982e-08,0.333333333333333
DHTKD1,4.91443932977982e-08,0.333333333333333
DHX32,4.91443932977982e-08,0.333333333333333
DHX35,4.91443932977982e-08,0.333333333333333
DHX36,4.91443932977982e-08,0.333333333333333
DIAPH2,4.91443932977982e-08,0.333333333333333
DIAPH3,4.91443932977982e-08,0.333333333333333
DIDO1,4.91443932977982e-08,0.333333333333333
DIS3L,4.91443932977982e-08,0.333333333333333
DKC1,4.91443932977982e-08,0.333333333333333
DKK3,4.91443932977982e-08,0.333333333333333
DLEC1,4.91443932977982e-08,0.333333333333333
DLG2,4.91443932977982e-08,0.333333333333333
DLG4,4.91443932977982e-08,0.333333333333333
DLG5,4.91443932977982e-08,0.333333333333333
DLGAP5,4.91443932977982e-08,0.333333333333333
DLX3,4.91443932977982e-08,0.333333333333333
DLX5,4.91443932977982e-08,0.333333333333333
DMRT2,4.91443932977982e-08,0.333333333333333
DMRTC2,4.91443932977982e-08,0.333333333333333
DMXL1,4.91443932977982e-08,0.333333333333333
DNAAF1,4.91443932977982e-08,0.333333333333333
DNAH1,4.91443932977982e-08,0.333333333333333
DNAH8,4.91443932977982e-08,0.333333333333333
DNAJB4,4.91443932977982e-08,0.333333333333333
DNAJB9,4.91443932977982e-08,0.333333333333333
DNAJC10,4.91443932977982e-08,0.333333333333333
DNAJC11,4.91443932977982e-08,0.333333333333333
DNAJC13,4.91443932977982e-08,0.333333333333333
DNAJC27,4.91443932977982e-08,0.333333333333333
DNAJC3,4.91443932977982e-08,0.333333333333333
DNALI1,4.91443932977982e-08,0.333333333333333
DNM1,4.91443932977982e-08,0.333333333333333
DNM1L,4.91443932977982e-08,0.333333333333333
DNMBP,4.91443932977982e-08,0.333333333333333
DNTTIP2,4.91443932977982e-08,0.333333333333333
DOCK1,4.91443932977982e-08,0.333333333333333
DOCK11,4.91443932977982e-08,0.333333333333333
DOCK4,4.91443932977982e-08,0.333333333333333
DOCK7,4.91443932977982e-08,0.333333333333333
DOCK8,4.91443932977982e-08,0.333333333333333
DOCK9,4.91443932977982e-08,0.333333333333333
DOK5,4.91443932977982e-08,0.333333333333333
DPAGT1,4.91443932977982e-08,0.333333333333333
DPF2,4.91443932977982e-08,0.333333333333333
DPF3,4.91443932977982e-08,0.333333333333333
DPH3,4.91443932977982e-08,0.333333333333333
DPY19L2P3,4.91443932977982e-08,0.333333333333333
DPY19L4,4.91443932977982e-08,0.333333333333333
DPYD,4.91443932977982e-08,0.333333333333333
DRD2,4.91443932977982e-08,0.333333333333333
DRG1,4.91443932977982e-08,0.333333333333333
DRP2,4.91443932977982e-08,0.333333333333333
DSC1,4.91443932977982e-08,0.333333333333333
DSC3,4.91443932977982e-08,0.333333333333333
DSE,4.91443932977982e-08,0.333333333333333
DSEL,4.91443932977982e-08,0.333333333333333
DSG4,4.91443932977982e-08,0.333333333333333
DUSP11,4.91443932977982e-08,0.333333333333333
DUSP13,4.91443932977982e-08,0.333333333333333
DUSP16,4.91443932977982e-08,0.333333333333333
DYM,4.91443932977982e-08,0.333333333333333
DYNC2H1,4.91443932977982e-08,0.333333333333333
DYNLRB1,4.91443932977982e-08,0.333333333333333
DYRK1B,4.91443932977982e-08,0.333333333333333
DYRK2,4.91443932977982e-08,0.333333333333333
DYRK4,4.91443932977982e-08,0.333333333333333
DYTN,4.91443932977982e-08,0.333333333333333
ECD,4.91443932977982e-08,0.333333333333333
ECSIT,4.91443932977982e-08,0.333333333333333
ECT2L,4.91443932977982e-08,0.333333333333333
EDA,4.91443932977982e-08,0.333333333333333
EDA2R,4.91443932977982e-08,0.333333333333333
EDC3,4.91443932977982e-08,0.333333333333333
EDEM1,4.91443932977982e-08,0.333333333333333
EEA1,4.91443932977982e-08,0.333333333333333
EEF1A1,4.91443932977982e-08,0.333333333333333
EEF1A2,4.91443932977982e-08,0.333333333333333
EEF1B2,4.91443932977982e-08,0.333333333333333
EEF1E1,4.91443932977982e-08,0.333333333333333
EFCAB13,4.91443932977982e-08,0.333333333333333
EFCAB2,4.91443932977982e-08,0.333333333333333
EFCAB5,4.91443932977982e-08,0.333333333333333
EFEMP1,4.91443932977982e-08,0.333333333333333
EFHD1,4.91443932977982e-08,0.333333333333333
EFNA5,4.91443932977982e-08,0.333333333333333
EGF,4.91443932977982e-08,0.333333333333333
EGFR,4.91443932977982e-08,0.333333333333333
EHMT1,4.91443932977982e-08,0.333333333333333
EHMT2,4.91443932977982e-08,0.333333333333333
EI24P4,4.91443932977982e-08,0.333333333333333
EIF1AX,4.91443932977982e-08,0.333333333333333
EIF2AK2,4.91443932977982e-08,0.333333333333333
EIF2D,4.91443932977982e-08,0.333333333333333
EIF2S1,4.91443932977982e-08,0.333333333333333
EIF3A,4.91443932977982e-08,0.333333333333333
EIF3F,4.91443932977982e-08,0.333333333333333
EIF4A2,4.91443932977982e-08,0.333333333333333
EIF4G1,4.91443932977982e-08,0.333333333333333
EIF5,4.91443932977982e-08,0.333333333333333
EIF6,4.91443932977982e-08,0.333333333333333
ELF2,4.91443932977982e-08,0.333333333333333
ELL2,4.91443932977982e-08,0.333333333333333
ELOVL7,4.91443932977982e-08,0.333333333333333
ELP6,4.91443932977982e-08,0.333333333333333
ELSPBP1,4.91443932977982e-08,0.333333333333333
EMG1,4.91443932977982e-08,0.333333333333333
EMILIN2,4.91443932977982e-08,0.333333333333333
EML1,4.91443932977982e-08,0.333333333333333
EML5,4.91443932977982e-08,0.333333333333333
ENAM,4.91443932977982e-08,0.333333333333333
ENGASE,4.91443932977982e-08,0.333333333333333
ENKD1,4.91443932977982e-08,0.333333333333333
ENPP3,4.91443932977982e-08,0.333333333333333
ENTPD1,4.91443932977982e-08,0.333333333333333
EP400,4.91443932977982e-08,0.333333333333333
EPB42,4.91443932977982e-08,0.333333333333333
EPHA1,4.91443932977982e-08,0.333333333333333
EPHA3,4.91443932977982e-08,0.333333333333333
EPHA4,4.91443932977982e-08,0.333333333333333
EPHA6,4.91443932977982e-08,0.333333333333333
EPHB4,4.91443932977982e-08,0.333333333333333
EPM2AIP1,4.91443932977982e-08,0.333333333333333
ERAP2,4.91443932977982e-08,0.333333333333333
ERBB4,4.91443932977982e-08,0.333333333333333
ERC2,4.91443932977982e-08,0.333333333333333
ERCC4,4.91443932977982e-08,0.333333333333333
ERCC6,4.91443932977982e-08,0.333333333333333
ERCC6L,4.91443932977982e-08,0.333333333333333
ERCC6L2,4.91443932977982e-08,0.333333333333333
ERI1,4.91443932977982e-08,0.333333333333333
ERI2,4.91443932977982e-08,0.333333333333333
ERICH3,4.91443932977982e-08,0.333333333333333
ERMP1,4.91443932977982e-08,0.333333333333333
ESCO1,4.91443932977982e-08,0.333333333333333
ESRP1,4.91443932977982e-08,0.333333333333333
ESRRG,4.91443932977982e-08,0.333333333333333
ETAA1,4.91443932977982e-08,0.333333333333333
ETV6,4.91443932977982e-08,0.333333333333333
EVA1C,4.91443932977982e-08,0.333333333333333
EVC2,4.91443932977982e-08,0.333333333333333
EVPLL,4.91443932977982e-08,0.333333333333333
EVX1,4.91443932977982e-08,0.333333333333333
EXD2,4.91443932977982e-08,0.333333333333333
EXOC1,4.91443932977982e-08,0.333333333333333
EXOC6B,4.91443932977982e-08,0.333333333333333
EXPH5,4.91443932977982e-08,0.333333333333333
EZH2,4.91443932977982e-08,0.333333333333333
F5,4.91443932977982e-08,0.333333333333333
FAF2,4.91443932977982e-08,0.333333333333333
FAM105A,4.91443932977982e-08,0.333333333333333
FAM107B,4.91443932977982e-08,0.333333333333333
FAM120B,4.91443932977982e-08,0.333333333333333
FAM135A,4.91443932977982e-08,0.333333333333333
FAM155A,4.91443932977982e-08,0.333333333333333
FAM162A,4.91443932977982e-08,0.333333333333333
FAM171B,4.91443932977982e-08,0.333333333333333
FAM179B,4.91443932977982e-08,0.333333333333333
FAM183B,4.91443932977982e-08,0.333333333333333
FAM199X,4.91443932977982e-08,0.333333333333333
FAM208A,4.91443932977982e-08,0.333333333333333
FAM209A,4.91443932977982e-08,0.333333333333333
FAM217A,4.91443932977982e-08,0.333333333333333
FAM217B,4.91443932977982e-08,0.333333333333333
FAM221A,4.91443932977982e-08,0.333333333333333
FAM221B,4.91443932977982e-08,0.333333333333333
FAM3B,4.91443932977982e-08,0.333333333333333
FAM3D,4.91443932977982e-08,0.333333333333333
FAM45A,4.91443932977982e-08,0.333333333333333
FAM47A,4.91443932977982e-08,0.333333333333333
FAM49A,4.91443932977982e-08,0.333333333333333
FAM57B,4.91443932977982e-08,0.333333333333333
FAM63A,4.91443932977982e-08,0.333333333333333
FAM71F2,4.91443932977982e-08,0.333333333333333
FAM83B,4.91443932977982e-08,0.333333333333333
FAM83H,4.91443932977982e-08,0.333333333333333
FAM98B,4.91443932977982e-08,0.333333333333333
FAN1,4.91443932977982e-08,0.333333333333333
FANCE,4.91443932977982e-08,0.333333333333333
FANCG,4.91443932977982e-08,0.333333333333333
FANCI,4.91443932977982e-08,0.333333333333333
FANK1,4.91443932977982e-08,0.333333333333333
FAR1,4.91443932977982e-08,0.333333333333333
FAT1,4.91443932977982e-08,0.333333333333333
FAXDC2,4.91443932977982e-08,0.333333333333333
FBLN2,4.91443932977982e-08,0.333333333333333
FBLN5,4.91443932977982e-08,0.333333333333333
FBRS,4.91443932977982e-08,0.333333333333333
FBXL16,4.91443932977982e-08,0.333333333333333
FBXL19,4.91443932977982e-08,0.333333333333333
FBXL3,4.91443932977982e-08,0.333333333333333
FBXL4,4.91443932977982e-08,0.333333333333333
FBXL5,4.91443932977982e-08,0.333333333333333
FBXO18,4.91443932977982e-08,0.333333333333333
FBXO27,4.91443932977982e-08,0.333333333333333
FBXO3,4.91443932977982e-08,0.333333333333333
FBXO39,4.91443932977982e-08,0.333333333333333
FBXO4,4.91443932977982e-08,0.333333333333333
FBXO7,4.91443932977982e-08,0.333333333333333
FBXW11,4.91443932977982e-08,0.333333333333333
FCER1A,4.91443932977982e-08,0.333333333333333
FCER2,4.91443932977982e-08,0.333333333333333
FCGBP,4.91443932977982e-08,0.333333333333333
FCGR3A,4.91443932977982e-08,0.333333333333333
FCRLB,4.91443932977982e-08,0.333333333333333
FDXR,4.91443932977982e-08,0.333333333333333
FEM1B,4.91443932977982e-08,0.333333333333333
FERMT1,4.91443932977982e-08,0.333333333333333
FERMT3,4.91443932977982e-08,0.333333333333333
FGB,4.91443932977982e-08,0.333333333333333
FGD2,4.91443932977982e-08,0.333333333333333
FGD4,4.91443932977982e-08,0.333333333333333
FGF14,4.91443932977982e-08,0.333333333333333
FGF2,4.91443932977982e-08,0.333333333333333
FGF7,4.91443932977982e-08,0.333333333333333
FGG,4.91443932977982e-08,0.333333333333333
FGR,4.91443932977982e-08,0.333333333333333
FHL2,4.91443932977982e-08,0.333333333333333
FIBCD1,4.91443932977982e-08,0.333333333333333
FIGNL1,4.91443932977982e-08,0.333333333333333
FILIP1,4.91443932977982e-08,0.333333333333333
FKBP10,4.91443932977982e-08,0.333333333333333
FKRP,4.91443932977982e-08,0.333333333333333
FLG2,4.91443932977982e-08,0.333333333333333
FLT3,4.91443932977982e-08,0.333333333333333
FLVCR1,4.91443932977982e-08,0.333333333333333
FMN1,4.91443932977982e-08,0.333333333333333
FMNL2,4.91443932977982e-08,0.333333333333333
FMR1,4.91443932977982e-08,0.333333333333333
FN1,4.91443932977982e-08,0.333333333333333
FNBP4,4.91443932977982e-08,0.333333333333333
FNDC3B,4.91443932977982e-08,0.333333333333333
FNDC4,4.91443932977982e-08,0.333333333333333
FOLH1,4.91443932977982e-08,0.333333333333333
FOXD4L5,4.91443932977982e-08,0.333333333333333
FOXD4L6,4.91443932977982e-08,0.333333333333333
FOXF1,4.91443932977982e-08,0.333333333333333
FOXI2,4.91443932977982e-08,0.333333333333333
FOXP1,4.91443932977982e-08,0.333333333333333
FOXP2,4.91443932977982e-08,0.333333333333333
FOXRED1,4.91443932977982e-08,0.333333333333333
FPGT-TNNI3K,4.91443932977982e-08,0.333333333333333
FPR3,4.91443932977982e-08,0.333333333333333
FRA10AC1,4.91443932977982e-08,0.333333333333333
FREM1,4.91443932977982e-08,0.333333333333333
FRG1B,4.91443932977982e-08,0.333333333333333
FRMD1,4.91443932977982e-08,0.333333333333333
FRMD6,4.91443932977982e-08,0.333333333333333
FRRS1,4.91443932977982e-08,0.333333333333333
FRS2,4.91443932977982e-08,0.333333333333333
FRY,4.91443932977982e-08,0.333333333333333
FSCN3,4.91443932977982e-08,0.333333333333333
FSHR,4.91443932977982e-08,0.333333333333333
FSIP2,4.91443932977982e-08,0.333333333333333
FST,4.91443932977982e-08,0.333333333333333
FSTL5,4.91443932977982e-08,0.333333333333333
FXN,4.91443932977982e-08,0.333333333333333
FYN,4.91443932977982e-08,0.333333333333333
GAB1,4.91443932977982e-08,0.333333333333333
GABBR1,4.91443932977982e-08,0.333333333333333
GABBR2,4.91443932977982e-08,0.333333333333333
GABRA4,4.91443932977982e-08,0.333333333333333
GABRB1,4.91443932977982e-08,0.333333333333333
GABRB3,4.91443932977982e-08,0.333333333333333
GABRG2,4.91443932977982e-08,0.333333333333333
GAD1,4.91443932977982e-08,0.333333333333333
GADL1,4.91443932977982e-08,0.333333333333333
GALNT12,4.91443932977982e-08,0.333333333333333
GALNT13,4.91443932977982e-08,0.333333333333333
GALNT5,4.91443932977982e-08,0.333333333333333
GALNT9,4.91443932977982e-08,0.333333333333333
GALR1,4.91443932977982e-08,0.333333333333333
GAS2,4.91443932977982e-08,0.333333333333333
GATA4,4.91443932977982e-08,0.333333333333333
GATA5,4.91443932977982e-08,0.333333333333333
GBF1,4.91443932977982e-08,0.333333333333333
GBP1,4.91443932977982e-08,0.333333333333333
GBP2,4.91443932977982e-08,0.333333333333333
GBP3,4.91443932977982e-08,0.333333333333333
GC,4.91443932977982e-08,0.333333333333333
GCKR,4.91443932977982e-08,0.333333333333333
GCNT2,4.91443932977982e-08,0.333333333333333
GCNT4,4.91443932977982e-08,0.333333333333333
GDF11,4.91443932977982e-08,0.333333333333333
GDF3,4.91443932977982e-08,0.333333333333333
GDF9,4.91443932977982e-08,0.333333333333333
GDPD4,4.91443932977982e-08,0.333333333333333
GFRA1,4.91443932977982e-08,0.333333333333333
GGA3,4.91443932977982e-08,0.333333333333333
GID4,4.91443932977982e-08,0.333333333333333
GIMAP7,4.91443932977982e-08,0.333333333333333
GIMAP8,4.91443932977982e-08,0.333333333333333
GIN1,4.91443932977982e-08,0.333333333333333
GINS1,4.91443932977982e-08,0.333333333333333
GJA3,4.91443932977982e-08,0.333333333333333
GJC1,4.91443932977982e-08,0.333333333333333
GK,4.91443932977982e-08,0.333333333333333
GLA,4.91443932977982e-08,0.333333333333333
GLE1,4.91443932977982e-08,0.333333333333333
GLI1,4.91443932977982e-08,0.333333333333333
GLIS3,4.91443932977982e-08,0.333333333333333
GLMN,4.91443932977982e-08,0.333333333333333
GLOD4,4.91443932977982e-08,0.333333333333333
GLRA1,4.91443932977982e-08,0.333333333333333
GLYAT,4.91443932977982e-08,0.333333333333333
GMEB1,4.91443932977982e-08,0.333333333333333
GMPS,4.91443932977982e-08,0.333333333333333
GNAI2,4.91443932977982e-08,0.333333333333333
GNAO1,4.91443932977982e-08,0.333333333333333
GNAT2,4.91443932977982e-08,0.333333333333333
GNL2,4.91443932977982e-08,0.333333333333333
GNLY,4.91443932977982e-08,0.333333333333333
GOLGA4,4.91443932977982e-08,0.333333333333333
GOLGA6L2,4.91443932977982e-08,0.333333333333333
GOLGB1,4.91443932977982e-08,0.333333333333333
GOT1,4.91443932977982e-08,0.333333333333333
GPC2,4.91443932977982e-08,0.333333333333333
GPC4,4.91443932977982e-08,0.333333333333333
GPCPD1,4.91443932977982e-08,0.333333333333333
GPN3,4.91443932977982e-08,0.333333333333333
GPR132,4.91443932977982e-08,0.333333333333333
GPR153,4.91443932977982e-08,0.333333333333333
GPR155,4.91443932977982e-08,0.333333333333333
GPR158,4.91443932977982e-08,0.333333333333333
GPR179,4.91443932977982e-08,0.333333333333333
GPR32,4.91443932977982e-08,0.333333333333333
GPR34,4.91443932977982e-08,0.333333333333333
GPR39,4.91443932977982e-08,0.333333333333333
GPR85,4.91443932977982e-08,0.333333333333333
GPR88,4.91443932977982e-08,0.333333333333333
GPRASP2,4.91443932977982e-08,0.333333333333333
GPX6,4.91443932977982e-08,0.333333333333333
GRAMD1C,4.91443932977982e-08,0.333333333333333
GRHL1,4.91443932977982e-08,0.333333333333333
GRID2,4.91443932977982e-08,0.333333333333333
GRIK4,4.91443932977982e-08,0.333333333333333
GRIP2,4.91443932977982e-08,0.333333333333333
GRIPAP1,4.91443932977982e-08,0.333333333333333
GRK4,4.91443932977982e-08,0.333333333333333
GRM1,4.91443932977982e-08,0.333333333333333
GRM8,4.91443932977982e-08,0.333333333333333
GRP,4.91443932977982e-08,0.333333333333333
GRPEL2,4.91443932977982e-08,0.333333333333333
GRPR,4.91443932977982e-08,0.333333333333333
GS1-124K5.12,4.91443932977982e-08,0.333333333333333
GSN,4.91443932977982e-08,0.333333333333333
GSX2,4.91443932977982e-08,0.333333333333333
GTF2E1,4.91443932977982e-08,0.333333333333333
GTF2E2,4.91443932977982e-08,0.333333333333333
GTF2H4,4.91443932977982e-08,0.333333333333333
GTF2I,4.91443932977982e-08,0.333333333333333
GTF3C2,4.91443932977982e-08,0.333333333333333
GTF3C3,4.91443932977982e-08,0.333333333333333
GTSE1,4.91443932977982e-08,0.333333333333333
GULP1,4.91443932977982e-08,0.333333333333333
GYS2,4.91443932977982e-08,0.333333333333333
GZMB,4.91443932977982e-08,0.333333333333333
GZMK,4.91443932977982e-08,0.333333333333333
H1FX,4.91443932977982e-08,0.333333333333333
H2AFZ,4.91443932977982e-08,0.333333333333333
H2BFM,4.91443932977982e-08,0.333333333333333
H6PD,4.91443932977982e-08,0.333333333333333
HADH,4.91443932977982e-08,0.333333333333333
HAPLN1,4.91443932977982e-08,0.333333333333333
HARS,4.91443932977982e-08,0.333333333333333
HAS2,4.91443932977982e-08,0.333333333333333
HAUS3,4.91443932977982e-08,0.333333333333333
HAUS5,4.91443932977982e-08,0.333333333333333
HAUS6,4.91443932977982e-08,0.333333333333333
HBD,4.91443932977982e-08,0.333333333333333
HBG1,4.91443932977982e-08,0.333333333333333
HCCS,4.91443932977982e-08,0.333333333333333
HCFC1,4.91443932977982e-08,0.333333333333333
HCN3,4.91443932977982e-08,0.333333333333333
HDAC2,4.91443932977982e-08,0.333333333333333
HDC,4.91443932977982e-08,0.333333333333333
HEATR1,4.91443932977982e-08,0.333333333333333
HEATR6,4.91443932977982e-08,0.333333333333333
HECTD1,4.91443932977982e-08,0.333333333333333
HEG1,4.91443932977982e-08,0.333333333333333
HEMGN,4.91443932977982e-08,0.333333333333333
HEPACAM,4.91443932977982e-08,0.333333333333333
HEPACAM2,4.91443932977982e-08,0.333333333333333
HERC2P3,4.91443932977982e-08,0.333333333333333
HERC3,4.91443932977982e-08,0.333333333333333
HEXDC,4.91443932977982e-08,0.333333333333333
HFM1,4.91443932977982e-08,0.333333333333333
HGD,4.91443932977982e-08,0.333333333333333
HGFAC,4.91443932977982e-08,0.333333333333333
HGSNAT,4.91443932977982e-08,0.333333333333333
HHIPL2,4.91443932977982e-08,0.333333333333333
HIBADH,4.91443932977982e-08,0.333333333333333
HINFP,4.91443932977982e-08,0.333333333333333
HIPK1,4.91443932977982e-08,0.333333333333333
HIST1H2BO,4.91443932977982e-08,0.333333333333333
HLA-DQA1,4.91443932977982e-08,0.333333333333333
HLTF,4.91443932977982e-08,0.333333333333333
HMBOX1,4.91443932977982e-08,0.333333333333333
HMGB2,4.91443932977982e-08,0.333333333333333
HMGCR,4.91443932977982e-08,0.333333333333333
HMMR,4.91443932977982e-08,0.333333333333333
HMOX1,4.91443932977982e-08,0.333333333333333
HNRNPAB,4.91443932977982e-08,0.333333333333333
HOMER1,4.91443932977982e-08,0.333333333333333
HORMAD1,4.91443932977982e-08,0.333333333333333
HOXC10,4.91443932977982e-08,0.333333333333333
HOXD13,4.91443932977982e-08,0.333333333333333
HPS4,4.91443932977982e-08,0.333333333333333
HPS6,4.91443932977982e-08,0.333333333333333
HR,4.91443932977982e-08,0.333333333333333
HS3ST3A1,4.91443932977982e-08,0.333333333333333
HSD17B12,4.91443932977982e-08,0.333333333333333
HSD3B2,4.91443932977982e-08,0.333333333333333
HSDL2,4.91443932977982e-08,0.333333333333333
HSF5,4.91443932977982e-08,0.333333333333333
HSP90AB2P,4.91443932977982e-08,0.333333333333333
HSP90B1,4.91443932977982e-08,0.333333333333333
HSP90B3P,4.91443932977982e-08,0.333333333333333
HSPA4,4.91443932977982e-08,0.333333333333333
HSPA9,4.91443932977982e-08,0.333333333333333
HSPB3,4.91443932977982e-08,0.333333333333333
HSPB9,4.91443932977982e-08,0.333333333333333
HSPD1,4.91443932977982e-08,0.333333333333333
HSPH1,4.91443932977982e-08,0.333333333333333
HTR1B,4.91443932977982e-08,0.333333333333333
HTR3B,4.91443932977982e-08,0.333333333333333
HTR3C,4.91443932977982e-08,0.333333333333333
HTR4,4.91443932977982e-08,0.333333333333333
HUNK,4.91443932977982e-08,0.333333333333333
HYKK,4.91443932977982e-08,0.333333333333333
ICA1L,4.91443932977982e-08,0.333333333333333
ICK,4.91443932977982e-08,0.333333333333333
