Gene,p value Black,mutation rates
MUC16,0.0188983860379979,0.115384615384615
ALPK1,0.0002698247177016,0.0769230769230769
CELSR1,0.0215943155959046,0.0769230769230769
SYCE1,0.0002698247177016,0.0769230769230769
UBP1,0.0048965024829521,0.0769230769230769
VPS13B,0.0048965024829521,0.0769230769230769
ZNF407,0.0215943155959046,0.0769230769230769
