"","Gene","p value"
"762","EFCAB7","0.999999999999999"
"763","PGM1","0.729446774486572"
"764","ROR1","0.864970730776298"
"765","UBE2U","1"
"766","CACHD1","0.999999999999998"
"767","RAVER2","0.367035015390571"
"768","JAK1","0.999999999999998"
"769","MIR101-1","NaN"
"770","AK4","NaN"
"771","DNAJC6","0.943593186630093"
"772","LEPR","0.796110323709933"
"773","LEPROT","NaN"
"774","PDE4B","0.999999999999999"
"775","SGIP1","0.999999999999998"
"776","TCTEX1D1","1"
"777","INSL5","1"
"778","WDR78","0.569997928420165"
"779","MIER1","0.999999999999999"
"780","SLC35D1","1"
"781","C1orf141","1"
"782","IL23R","0.999999999999999"
"783","IL12RB2","0.999999999999999"
"784","SERBP1","1"
"785","GADD45A","0.117100037169376"
"786","GNG12","1"
"787","DIRAS3","1"
"788","WLS","0.943593186630093"
"789","RPE65","0.858326574223094"
"790","DEPDC1","0.943593186630093"
"791","LRRC7","0.999999999999999"
"792","LRRC40","0.999999999999999"
"793","SRSF11","0.999999999999999"
"794","ANKRD13C","1"
"795","HHLA3","1"
"796","CTH","1"
"797","PTGER3","0.729446774486572"
"798","ZRANB2","0.569997928420165"
"799","NEGR1","1"
"800","LRRIQ3","0.796110323709933"
"801","FPGT","1"
"802","FPGT-TNNI3K","0.999999999999999"
"803","TNNI3K","1"
"804","LRRC53","NaN"
"805","CRYZ","0.367035015390571"
"806","TYW3","1"
"807","LHX8","0.999999999999999"
"808","SLC44A5","0.864970730776298"
"809","RP4-595K12.2","0.367035015390571"
"810","ACADM","1"
"811","RABGGTB","1"
"812","MSH4","0.999999999999999"
"813","ASB17","0.858326574223094"
"814","ST6GALNAC3","0.198154839987987"
"815","TPI1P1","NaN"
"816","ST6GALNAC5","1"
"817","PIGK","1"
"818","AK5","0.999999999999999"
"819","ZZZ3","0.965425816035986"
"820","USP33","0.943593186630093"
"821","FAM73A","0.999999999999999"
"822","NEXN","0.943593186630093"
"823","FUBP1","0.943593186630093"
"824","DNAJB4","1"
"825","GIPC2","1"
"826","PTGFR","0.117100037169376"
"827","IFI44L","1"
"828","IFI44","0.999999999999999"
"829","PSAT1P3","NaN"
"830","ST13P20","NaN"
"831","RP11-413G15.1","NaN"
"832","TTLL7","0.796110323709933"
"833","PRKACB","0.999999999999999"
"834","SAMD13","NaN"
"835","UOX","NaN"
"836","DNASE2B","1"
"837","RPF1","NaN"
"838","GNG5","NaN"
"839","SPATA1","1"
"840","CTBS","1"
"841","SSX2IP","0.0134362690202646"
"842","LPAR3","NaN"
"843","MCOLN2","0.729446774486572"
"844","WDR63","0.999999999999999"
"845","MCOLN3","0.858326574223094"
"846","SYDE2","0.943593186630093"
"847","C1orf52","1"
"848","BCL10","0.569997928420165"
"849","DDAH1","1"
"850","CYR61","1"
"851","ZNHIT6","1"
"852","COL24A1","0.858326574223094"
"853","ODF2L","1"
"854","CLCA2","0.729446774486572"
"855","CLCA1","0.999999999999999"
"856","CLCA4","0.965425816035986"
"857","RP4-651E10.4","1"
"858","SH3GLB1","0.117100037169376"
"859","SEP15","1"
"860","HS2ST1","0.569997928420165"
"861","RP5-1052I5.2","1"
"862","LMO4","1"
"863","PKN2","0.999999999999999"
"864","GTF2B","1"
"865","CCBL2","0.999999999999999"
"866","RBMXL1","1"
"867","GBP3","0.735152093284578"
"868","GBP1","1"
"869","GBP2","NaN"
"870","GBP7","0.117197911756402"
"871","GBP4","0.999999999999999"
"872","GBP5","0.864970730776298"
"873","GBP6","0.999999999999999"
"874","GBP1P1","1"
"875","LRRC8B","1"
"876","LRRC8C","0.735152093284578"
"877","LRRC8D","0.999999999999999"
"878","ZNF326","0.999999999999999"
"879","U3","NaN"
"880","BARHL2","0.999999999999999"
"881","ZNF644","0.864970730776298"
"882","HFM1","0.858326574223094"
"883","CDC7","0.999999999999999"
"884","HSP90B3P","1"
"885","TGFBR3","0.965425816035986"
"886","BRDT","1"
"887","EPHX4","0.999999999999999"
"888","BTBD8","1"
"889","KIAA1107","0.999999999999999"
"890","C1orf146","1"
"891","GLMN","1"
"892","RPAP2","1"
"893","GFI1","1"
"894","EVI5","1"
"895","RPL5","0.999999999999999"
"896","FAM69A","NaN"
"897","SNORA51","1"
"898","MTF2","1"
"899","TMED5","NaN"
"900","CCDC18","0.999999999999999"
"901","DR1","1"
"902","FNBP1L","0.729446774486572"
"903","BCAR3","0.943593186630093"
"904","DNTTIP2","0.999999999999999"
"905","GCLM","1"
"906","ABCA4","0.398167387929016"
"907","ARHGAP29","0.999999999999998"
"908","ABCD3","0.965425816035986"
"909","F3","1"
"910","SLC44A3","1"
"911","CNN3","1"
"912","ALG14","1"
"913","TMEM56","1"
"914","RWDD3","1"
"915","PTBP2","1"
"916","DPYD","1"
"917","MIR137HG","NaN"
"918","SNX7","0.858326574223094"
"919","LPPR5","0.999999999999999"
"920","LPPR4","0.999999999999999"
"921","PALMD","0.729446774486572"
"922","FRRS1","0.999999999999999"
"923","AGL","0.999999999999999"
"924","SLC35A3","1"
"925","HIAT1","1"
"926","SASS6","1"
"927","TRMT13","0.999999999999999"
"928","LRRC39","1"
"929","DBT","NaN"
"930","RTCA","1"
"931","CDC14A","0.858326574223094"
"932","GPR88","NaN"
"933","VCAM1","0.999999999999999"
"934","EXTL2","1"
"935","SLC30A7","0.569997928420165"
"936","DPH5","1"
"937","S1PR1","0.569997928420165"
"938","OLFM3","0.367035015390571"
"939","COL11A1","0.735152093284578"
"940","RNPC3","0.999999999999999"
"941","AMY2B","1"
"942","AMY2A","0.999999999999999"
"943","AMY1A","1"
