"","Gene","p value"
"341","LDLRAP1","NaN"
"342","MAN1C1","NaN"
"343","SEPN1","0.947916211311687"
"344","MTFR1L","0.909648954425822"
"345","AUNIP","NaN"
"346","PAQR7","NaN"
"347","STMN1","0.947916211311687"
"348","PAFAH2","1"
"349","EXTL1","0.947916211311687"
"350","SLC30A2","0.947916211311687"
"351","TRIM63","NaN"
"352","PDIK1L","0.947916211311687"
"353","FAM110D","0.536446088618447"
"354","ZNF593","1"
"355","CNKSR1","0.999999999999999"
"356","CATSPER4","NaN"
"357","RP11-231P20.2","NaN"
"358","CEP85","0.999999999999999"
"359","SH3BGRL3","NaN"
"360","UBXN11","NaN"
"361","CD52","NaN"
"362","AIM1L","0.999999999999999"
"363","ZNF683","0.947916211311687"
"364","LIN28A","NaN"
"365","DHDDS","NaN"
"366","HMGN2","NaN"
"367","RPS6KA1","1"
"368","ARID1A","0.332930681523531"
"369","PIGV","0.421839281925926"
"370","ZDHHC18","1"
"371","SFN","NaN"
"372","GPN2","0.999999999999999"
"373","GPATCH3","NaN"
"374","NUDC","0.999999999999999"
"375","NR0B2","0.999999999999998"
"376","TRNP1","NaN"
"377","FAM46B","1"
"378","SLC9A1","0.999999999999999"
"379","WDTC1","NaN"
"380","TMEM222","0.999999999999999"
"381","SYTL1","0.536446088618447"
"382","MAP3K6","0.947916211311687"
"383","FCN3","1"
"384","CD164L2","0.536446088618447"
"385","GPR3","0.202024321514139"
"386","WASF2","0.536446088618447"
"387","AHDC1","0.565963457300051"
"388","FGR","0.999999999999999"
"389","IFI6","NaN"
"390","FAM76A","NaN"
"391","STX12","NaN"
"392","PPP1R8","0.947916211311687"
"393","THEMIS2","NaN"
"394","RPA2","0.909648954425822"
"395","SMPDL3B","1"
"396","XKR8","1"
"397","EYA3","NaN"
"398","SPCS2P4","NaN"
"399","RP5-1053E7.3","NaN"
"400","PTAFR","NaN"
"401","DNAJC8","NaN"
"402","ATPIF1","0.947916211311687"
"403","SESN2","0.2942505182063"
"404","MED18","0.947916211311687"
"405","PHACTR4","1"
"406","RCC1","0.5252412886809"
"407","SNORA73B","NaN"
"408","TRNAU1AP","NaN"
"409","TAF12","NaN"
"410","RAB42","0.999999999999999"
"411","RNU11","NaN"
"412","GMEB1","0.947916211311687"
"413","YTHDF2","NaN"
"414","OPRD1","NaN"
"415","EPB41","0.947916211311687"
"416","TMEM200B","0.947916211311687"
"417","SRSF4","0.947916211311687"
"418","MECR","NaN"
"419","PTPRU","NaN"
"420","AC092265.1","NaN"
"421","MATN1","0.947916211311687"
"422","LAPTM5","0.202024321514139"
"423","SDC3","0.421839281925926"
"424","PUM1","0.2942505182063"
"425","NKAIN1","0.999999999999999"
"426","SNRNP40","0.947916211311687"
"427","ZCCHC17","NaN"
"428","FABP3","NaN"
"429","SERINC2","NaN"
"430","AC114494.1","NaN"
"431","TINAGL1","NaN"
"432","HCRTR1","0.947916211311687"
"433","PEF1","NaN"
"434","COL16A1","0.0885871148277392"
"435","SPOCD1","1"
"436","PTP4A2","1"
"437","KHDRBS1","NaN"
"438","TMEM39B","0.999999999999999"
"439","KPNA6","NaN"
"440","TXLNA","0.202024321514139"
"441","CCDC28B","NaN"
"442","IQCC","0.947916211311687"
"443","DCDC2B","NaN"
"444","TMEM234","NaN"
"445","EIF3I","0.999999999999999"
"446","MTMR9LP","NaN"
"447","FAM167B","NaN"
"448","LCK","1"
"449","HDAC1","NaN"
"450","MARCKSL1","0.947916211311687"
"451","TSSK3","0.947916211311687"
"452","FAM229A","NaN"
"453","BSDC1","NaN"
"454","ZBTB8B","1"
"455","ZBTB8A","NaN"
"456","ZBTB8OS","1"
"457","RBBP4","0.947916211311687"
"458","SYNC","0.999999999999999"
"459","KIAA1522","0.709281690647456"
"460","YARS","1"
"461","S100PBP","NaN"
"462","FNDC5","0.947916211311687"
"463","HPCA","1"
"464","TMEM54","NaN"
"465","RNF19B","NaN"
"466","RP1-117O3.2","NaN"
"467","AK2","0.947916211311687"
"468","TRIM62","0.947916211311687"
"469","ZNF362","1"
"470","A3GALT2","NaN"
"471","PHC2","0.202024321514139"
"472","ZSCAN20","NaN"
"473","CSMD2","0.948579658138187"
"474","HMGB4","0.536446088618447"
