"","Gene","p value"
"828","IFI44","0.968240573759451"
"829","PSAT1P3","NaN"
"830","ST13P20","NaN"
"831","RP11-413G15.1","NaN"
"832","TTLL7","0.853227222843093"
"833","PRKACB","1"
"834","SAMD13","0.999999999999999"
"835","UOX","NaN"
"836","DNASE2B","0.896959542456879"
"837","RPF1","0.999999999999999"
"838","GNG5","1"
"839","SPATA1","1"
"840","CTBS","0.795977208729103"
"841","SSX2IP","1"
"842","LPAR3","0.896959542456879"
"843","MCOLN2","1"
"844","WDR63","0.896959542456879"
"845","MCOLN3","1"
"846","SYDE2","1"
"847","C1orf52","0.999999999999999"
"848","BCL10","1"
"849","DDAH1","1"
"850","CYR61","0.787652074368929"
"851","ZNHIT6","1"
"852","COL24A1","0.970896248685848"
"853","ODF2L","1"
"854","CLCA2","0.968240573759451"
"855","CLCA1","0.896959542456879"
"856","CLCA4","0.328160178574887"
"857","RP4-651E10.4","1"
"858","SH3GLB1","1"
"859","SEP15","1"
"860","HS2ST1","1"
"861","RP5-1052I5.2","NaN"
"862","LMO4","0.206544330749654"
"863","PKN2","1"
"864","GTF2B","0.795977208729103"
"865","CCBL2","0.999999999999999"
"866","RBMXL1","0.896959542456879"
"867","GBP3","0.999999999999999"
"868","GBP1","0.44623957043391"
"869","GBP2","1"
"870","GBP7","0.999999999999999"
"871","GBP4","1"
"872","GBP5","1"
"873","GBP6","0.896959542456879"
"874","GBP1P1","0.564399369723673"
"875","LRRC8B","0.787652074368929"
"876","LRRC8C","1"
"877","LRRC8D","0.999999999999999"
"878","ZNF326","0.999999999999999"
"879","U3","NaN"
"880","BARHL2","1"
"881","ZNF644","0.402068144790699"
"882","HFM1","0.244282605721143"
"883","CDC7","0.999999999999999"
"884","HSP90B3P","1"
"885","TGFBR3","1"
"886","BRDT","0.619796905061822"
"887","EPHX4","0.795977208729103"
"888","BTBD8","0.696763233280634"
"889","KIAA1107","NaN"
"890","C1orf146","1"
"891","GLMN","1"
"892","RPAP2","1"
"893","GFI1","1"
"894","EVI5","0.696763233280634"
"895","RPL5","0.999999999999999"
"896","FAM69A","NaN"
"897","SNORA51","1"
"898","MTF2","0.999999999999999"
"899","TMED5","0.968240573759451"
"900","CCDC18","0.970896248685848"
"901","DR1","0.564399369723673"
"902","FNBP1L","0.896959542456879"
"903","BCAR3","0.619796905061822"
"904","DNTTIP2","0.896959542456879"
"905","GCLM","1"
"906","ABCA4","0.496393401519587"
"907","ARHGAP29","0.402068144790699"
"908","ABCD3","0.542278588762034"
"909","F3","1"
"910","SLC44A3","0.896959542456879"
"911","CNN3","NaN"
"912","ALG14","1"
"913","TMEM56","1"
"914","RWDD3","1"
"915","PTBP2","0.619796905061822"
"916","DPYD","0.892495854501667"
"917","MIR137HG","NaN"
"918","SNX7","0.696763233280634"
"919","LPPR5","1"
"920","LPPR4","0.795977208729103"
"921","PALMD","1"
"922","FRRS1","0.896959542456879"
